"filename", "language", "XML", "R DCF", "JSON with Comments", "Markdown", "env", "compressionTargetFile", "Python", "JSON", "R", "Julia", "comment", "blank", "total"
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/define/define_agentDataCollection.py", "Python", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 13, 10, 35
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/define/define_agents.py", "Python", 0, 0, 0, 0, 0, 0, 265, 0, 0, 0, 137, 28, 430
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/define/define_agentsVariables.py", "Python", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 121, 9, 134
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/define/define_component.py", "Python", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 24, 20, 82
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/define/define_consts.py", "Python", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 5, 8, 33
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/define/define_content.py", "Python", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 19, 19, 72
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/define/define_enum.py", "Python", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/define/define_environment_variables.py", "Python", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 7, 8, 21
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/define/define_parameterVariables.py", "Python", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 5, 7, 16
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/define/define_type.py", "Python", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 35, 10, 57
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/functions/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/functions/fun_balanceSheet.py", "Python", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 98, 25, 219
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/functions/fun_loss.py", "Python", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 6, 12, 25
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/functions/fun_measure.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 14, 23
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/functions/fun_shock.py", "Python", 0, 0, 0, 0, 0, 0, 225, 0, 0, 0, 74, 54, 353
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/functions/fun_state.py", "Python", 0, 0, 0, 0, 0, 0, 436, 0, 0, 0, 114, 52, 602
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/functions/fun_transfer.py", "Python", 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 75, 28, 281
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/initialization/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/manager/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/manager/agents_manager.py", "Python", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 7, 8, 19
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/manager/experiment_manager.py", "Python", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 22, 8, 53
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/manager/model_manager.py", "Python", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 12, 5, 31
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/model/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/model/fun_model_skeleton.py", "Python", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 23, 15, 79
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/model/fun_process_skeleton.py", "Python", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 26, 25, 111
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/template/fun_exporter.py", "Python", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 80, 21, 150
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/template/fun_model_skeleton_template.py", "Python", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 29, 14, 66
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/core/template/fun_process_skeleton_template.py", "Python", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 30, 27, 100
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/include/Models.py", "Python", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 10, 11, 28
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/include/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 5, 3, 12
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/model_sets/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/model_sets/models_sets.py", "Python", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 4, 4, 13
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/model_sets/processes_sets.py", "Python", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 4, 2, 15
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/model_sets/stages_sets.py", "Python", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 4, 2, 19
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/models/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/models/fun_model_BI1111.py", "Python", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 30, 28, 82
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/models/model_content.py", "Python", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 8, 7, 39
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/modules/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/processes/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/processes/process_content.py", "Python", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 19, 12, 81
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/stages/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 3, 15
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/stages/fun_stage_bankrupt_repay_shock.py", "Python", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 6, 10, 30
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/stages/fun_stage_exBank_bankrupt_contagion.py", "Python", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 7, 10, 29
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/stages/fun_stage_exBank_illiquity_shock.py", "Python", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 6, 10, 31
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/stages/fun_stage_exBank_insolvent_shock.py", "Python", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 8, 12, 50
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/stages/fun_stage_interBank_bankrupt_contagion_shock.py", "Python", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 6, 9, 36
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/stages/fun_stage_interBank_illiquity_allocate.py", "Python", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 6, 9, 44
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/stages/fun_stage_interBank_illiquity_contagion_shock.py", "Python", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 16, 10, 48
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/stages/fun_stage_interBank_illiquity_repay.py", "Python", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 8, 13, 55
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/stages/fun_stage_interBank_insolvent_contagion.py", "Python", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 7, 9, 34
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/stages/fun_stage_interBank_insolvent_shock.py", "Python", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 7, 10, 41
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/model/stages/stage_content.py", "Python", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 4, 16, 84
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/tools/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/PySystemicRiskLab/tools/fun_tools.py", "Python", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 32, 19, 107
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/README.assets/系统性风险实验程序流程图-实验程序流程图.drawio.svg", "compressionTargetFile", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/README.assets/系统性风险实验程序流程图-模型结构图-模型对应的过程.drawio.svg", "compressionTargetFile", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/README.assets/系统性风险实验程序流程图-模型结构图-过程对应的阶段.drawio.svg", "compressionTargetFile", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/README.assets/系统性风险实验程序流程图-模型结构图-通用模型.drawio.svg", "compressionTargetFile", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/README.md", "Markdown", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 32, 64
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/SystemicRisk.Rproj", "R DCF", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/SystemicRisk.code-workspace", "JSON with Comments", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 3, 1, 29
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/2022-04-21/content.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 1, 15, 61
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/2022-04-21/define.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 6, 6, 24
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/2022-04-21/define_component.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 1, 18, 70
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/2022-04-21/fun_builder.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 11, 25, 91
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/2022-04-21/fun_runner.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 13, 33
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/2022-04-21/fun_stage.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 4, 16
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/2022-04-21/skeleton.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 2, 2, 19
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/2022-04-21/test2022-04-21.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 4, 15
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/2022-08-19.ipynb", "JSON", 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 170
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/2022-08-29.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/draft2022-06-23.py", "Python", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 6, 6, 25
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/draft2022-09-02.py", "Python", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 3, 8
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/draft_2022-08-11.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 10, 12, 44
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/fun_model_skeleton_template.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 12, 21, 63
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/fun_process_skeleton_template.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 25, 27, 89
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/model_exporter.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 117, 23, 150
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/process_content.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 8
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/runtests.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 333, 104, 439
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/runtests2.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 24, 23, 77
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/stage_content.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 12, 14, 62
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/test2022-05-05.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 53, 20, 90
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/test2022-05-12.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 19, 25, 119
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/test20220415.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 16
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/test_2022-04-16.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 19, 23, 80
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/draft/test_2022-04-17.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 19, 23, 91
"/Users/ethan/LocalFiles/ResearchFile/SystemicRisk/intro.jl", "Julia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 6, 18
"Total", "-", 64, 10, 25, 32, 1, 16, 3096, 953, 246, 580, 2833, 1614, 9470
